web-scraper-order,web-scraper-start-url,issue,issue-href,article,article-href,title,author,abstract,keywords,publisher,issue_date
"1551279093-1427","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/15/2","Doctoral education in entrepreneurship: a European case study","https://www.emeraldinsight.com/doi/full/10.1108/14626000810871718","Doctoral education in entrepreneurship: a European case study","David Urbano  (Business Economics Department, Autonomous University of Barcelona, Barcelona, Spain)","null","Entrepreneurialism, Education, Europe, Doctorates","Emerald Group Publishing Limited","Published: 2008, Start page: 239"
"1551279522-1539","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/17/2","A cross‐cultural analysis of intellectual asset protection in SMEs: The effect of environmental scanning","https://www.emeraldinsight.com/doi/full/10.1108/14626001011041193","A cross‐cultural analysis of intellectual asset protection in SMEs: The effect of environmental scanning","Céline Bérard  (Université Paris‐Dauphine, Paris, France and School of Management, University of Quebec at Montreal, Montreal, Canada)","This research was supported by the Social Sciences and Humanities Research Council of Canada (SSHRC) at the Centre for Intellectual Property Policy at McGill University (The International Expert Group on Biotechnology, Innovation and Intellectual Property).","Purpose – This paper aims to examine the effect of national culture on the capacity of small and medium‐sized biotechnology enterprises to protect their intellectual assets by analysing the mediator role of environmental scanning behaviour. The extent to which environmental scanning behaviour helps firms to protect their intellectual assets is investigated, and the effects of national cultural values on environmental scanning behaviour are analysed.
Design/methodology/approach – The hypotheses are tested with survey data from 123 biotechnology SMEs located in 14 countries.
Findings – Environmental scanning appears to be an important step in the intellectual property strategy, as it enhances the firm's capacity to protect its intellectual assets. Nevertheless, the results show that firms located in cultures with high uncertainty avoidance, high power distance and low individualism do more scanning, whereas the capacity to protect intellectual assets is perceived as being more important in firms located in cultures with low uncertainty avoidance, low power distance and high individualism.
Research limitations/implications – Certain limitations should be noted. For instance, the research is based on cross‐sectional data, which provide limited insight into the temporal aspects of dynamic environments.
Practical implications – The study has important implications for practitioners. It demonstrates that, in international working relationships, cultural values have a direct effect on environmental scanning behaviour, and hence an indirect effect on intellectual property (IP) protection capability. Given the strategic importance of scanning and IP for innovative firms, the results could help managers to make strategic decisions, specifically in R&D internationalization through decentralization or partnership.
Originality/value – Although few studies have empirically analysed the role of environmental scanning in a particular domain, such as intellectual property strategic management, or adopted a comparative cross‐cultural design to do so, this paper investigates the role of environmental scanning in intellectual property strategy from a cross‐cultural perspective.","Research paper","Published: 2010, Start page: 167"
"1551299486-1844","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/23/4","R&D resources development in life sciences ventures: a dynamic capabilities perspective","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-04-2016-0054","R&D resources development in life sciences ventures: a dynamic capabilities perspective","0000-0003-4172-3734Jon Carrick,  (Department of Management, Stetson University, DeLand, Florida, USA)","null","Resources, Dynamic capabilities, RBV, Life sciences ventures, Tech entrepreneurship","Emerald Group Publishing Limited","Published: 2016, Start page: 918"
"1551278585-1257","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/11/4","Entrepreneurs' attitudes to training and support initiatives: evidence from Ireland and The Netherlands","https://www.emeraldinsight.com/doi/full/10.1108/14626000410567080","Entrepreneurs' attitudes to training and support initiatives: evidence from Ireland and The Netherlands","Diarmuid De Faoite  (Associate Researcher, at Dundalk Institute of Technology, Dundalk, Ireland)","Increasingly, academics, practitioners and governments recognise the need to examine the role and effectiveness of entrepreneurship training and support. Studies to date have examined the importance of training and other skill development opportunities in promoting entrepreneurship in the context of different sectors, regions and countries. An important theme to emerge from the research is the failure of some programmes to take on board the cultural, educational and social background of the “entrepreneurs”, leading to ineffective training and support. This paper investigates the effectiveness of training and support initiatives for entrepreneurs in Ireland and The Netherlands, examining the experiences of 57 entrepreneurs from the services, manufacturing and high technology sectors in Ireland and The Netherlands. The results highlight the value of non‐formal support structures, such as mentoring and networking, and question the value of traditional formal business education and training strategies.","Entrepreneurialism, Training agencies, Business support services, Mentoring, Ireland, The Netherlands","Emerald Group Publishing Limited","Published: 2004, Start page: 427"
"1551289633-1692","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/20/4","E-business and the SME: international perspectives of deployment","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-08-2013-0112","E-business and the SME: international perspectives of deployment","Jones Dr Paul ,","null","Jones Dr Paul,  (2013)  ""E-business and the SME: international perspectives of deployment"", Journal of Small Business and Enterprise Development, Vol. 20 Issue: 4, https://doi.org/10.1108/JSBED-08-2013-0112","null","Published: 2013, Start page: 688"
"1551278810-1334","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/13/3","A scheme to increase profitability in entrepreneurial SMEs","https://www.emeraldinsight.com/doi/full/10.1108/14626000610680271","A scheme to increase profitability in entrepreneurial SMEs","Paul L. Reynolds  (The Enterprise Network, Huddersfield University Business School, Huddersfield, UK)","null","Entrepreneurialism, Companies, Customer service management, Sales income","Emerald Group Publishing Limited","Published: 2006, Start page: 299"
"1551277906-1041","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/5/4","Internationalisation and SME development in transition economies: an international comparison","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006800","Internationalisation and SME development in transition economies: an international comparison","David Smallbone  (Professor of SME, Centre for Enterprise and Economic Development Research, Middlesex University Business School, Hendon)","This paper is concerned with the effects of internationalisation on SMEs in countries that are becoming increasingly affected by market integration at a time when their economic structures are going through a process of radical transformation. Empirical data are drawn from recent surveys of SME managers in the food and clothing industries in Poland, Bulgaria and the Baltic States, which is compared with the results of similar surveys in the UK and Greece. The results show that the ability of SMEs in transition countries to compete in foreign and domestic markets, varies between sectors. In food processing, although some SMEs have been able to penetrate foreign markets, the main effect so far has been to increase the level of competition in domestic markets. The evidence shows that foreign market penetration by food processing SMEs in transition countries is often focused on markets in other transition countries rather than in Western markets. In the clothing industry, the effects of internationalisation are different because of the highly internationalised nature of the clothing market and the production system that supplies it. In this context, SMEs in countries such as Poland and Estonia particularly, have been able to attract subcontract type work from Western countries, based on their relatively low labour costs. However, as the Greek experience demonstrates, this type of production can be very volatile, disappearing almost as quickly as it is secured. Despite detailed differences between countries and between sectors, the evidence shows that in all the Central and East European countires (CEECs) featuring in the study, some SMEs in the emerging private sector are responding to new foreign market opportunities and, in the short term at least, managing to achieve competitiveness. However, there is also evidence that their current basis of competitiveness in foreign markets contains weaknesses which may affect their ability to sustain their export effort in the longer term. As far as SME managers in transition countries are concerned, the main priorities for government action to improve their ability to increase foreign market sales are assistance with export promotion and a reduction in the level of domestic taxation. The survey results show that although a significant minority of exporters in transition countries had been using external assistance to support their export effort, this was typically either on a fully paid for basis from consultants or informally from other firms or business associates rather than from trade organisations or formal business support organisations.","Small‐ to medium‐sized enterprises, International business, Competition, Export, Europe","MCB UP Ltd","Published: 1998, Start page: 297"
"1551278004-1071","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/6/4","Factors in the growth of micro‐enterprises (Part 1): developing a framework","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006691","Factors in the growth of micro‐enterprises (Part 1): developing a framework","Lew Perren  (Small Business Research Unit, Brighton Business School, University of Brighton, Mithras House, Lewes Road, Brighton)","This research examines micro‐enterprises pursuing gradual growth. While very little research has been targeted specifically at the growth of micro‐enterprises, there are a host of possible influencing factors suggested by the rather broader small business literature. Less research has attempted to integrate the factors that influence growth of small firms into some form of model. Those models that were found had a number of shortfalls when it came to understanding the development of micro‐enterprises. A framework has been developed through this research that addresses these shortfalls. First, it has targeted specifically gradual growth micro‐enterprises; secondly, it is rigorously under‐pinned through empirical research; thirdly, it attempts to comprehensively cover the range of factors that influence development; fourthly, it focuses on the complex interaction of factors that may influence development. The research findings and implications are presented in two parts. Part 1 develops an empirically verified framework that explains how growth is influenced by a myriad of interacting factors. This leads to a discussion of the policy implications of the framework. Part 2 is presented in the next edition of the Journal of Small Business and Enterprise Development (JSBED) and will explore the managerial implications of the framework. This will provide a diagnostic toolkit to help micro‐enterprise owner‐managers and advisers pursue growth. The paper is derived from research conducted initially for the submission of a PhD thesis at the University of Brighton (Perren, 1996).","Start‐ups, Growth, Development, Small firms","MCB UP Ltd","Published: 1999, Start page: 310"
"1551304653-1924","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/25/2","Trade credit in times of crisis: evidence from European SMEs","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-08-2017-0249","Trade credit in times of crisis: evidence from European SMEs","Candida Bussoli,  (Universita LUM Jean Monnet, Casamassima, Italy)","null","SMEs, Financial crisis, Intercompany financing, Trade credit","Emerald Publishing Limited","Published: 2018, Start page: 182"
"1551279354-1500","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/16/3","Schumpeterian versus Kirznerian entrepreneurship: A comparison of academic and non‐academic new venturing","https://www.emeraldinsight.com/doi/full/10.1108/14626000910977198","Schumpeterian versus Kirznerian entrepreneurship: A comparison of academic and non‐academic new venturing","Sari Roininen  (Department of Business Administration and Social Sciences, Luleå University of Technology, Luleå, Sweden)","null","Business formation, Entrepreneurialism, Entrepreneurs","Emerald Group Publishing Limited","Published: 2009, Start page: 375"
"1551278384-1186","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/10/3","Adoption of ICT and e‐commerce in small businesses: an HEI‐based consultancy perspective","https://www.emeraldinsight.com/doi/full/10.1108/14626000310489790","Adoption of ICT and e‐commerce in small businesses: an HEI‐based consultancy perspective","Harry Matlay  (UCE Business School, University of Central England, Birmingham, UK.)","This article sets out to critically evaluate the impact that higher education institution (HEI)‐based consultancy can have upon the adoption and use of e‐commerce by businesses units operating in the small business sector of the British economy. Anecdotal evidence suggests that “new” (post‐1992) universities are more likely to offer consultancy services to small businesses. It is also claimed that owner/managers seem reluctant to pay full economic prices and would only subscribe to HEI‐based consultancy services if and when these are supported by considerable subsidies. In order to test the owner/manager reluctance hypothesis, 60 matched case studies were conducted, involving small businesses based in the West Midlands region of Great Britain. Preliminary results indicate that most small business owner/managers are aware of the potential benefits accruing from ICT and e‐commerce and tend to use HEI‐based consultancy services as a subsidised access point to e‐markets, involving both their core and peripheral activities. There exists, however, an apparent mismatch between the supply and demand sides of the HEI‐based ICT and e‐commerce consultancy market.","Electronic commerce, Consultants, Universities, Small enterprises, United Kingdom","MCB UP Ltd","Published: 2003, Start page: 233"
"1551278129-1105","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/8/1","Emergent strategies and etnrepreneurial managers in public and mixed‐mode enterprises: the evolution of community/business resource centres in south‐east England","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006809","Emergent strategies and etnrepreneurial managers in public and mixed‐mode enterprises: the evolution of community/business resource centres in south‐east England","Arlene Broadhurst  (Business School, University of Greenwich, Woolwich, London)","Utilising qualitative research methodology, this pilot study of telecottages/business resource centres in South‐east England interviewed 13 centre managers to identify problems, needs, models and ideas that could be related to enterprise televillage development. The research also aimed to improve the quality of management guidance and the long‐term future for these centres. Questions were posed to identify the extent to which centre managers perceived their business strategies to be entrepreneurial and innovative, as they attempted to decrease dependence on public funding by generating additional business income. Emergent strategies, networking, telecommunications and building partnerships with both private and public organisations allowed some centres to expand and to move from total reliance on public funding to a mix of private and public sources of income. Although initial public funding is seen as an important factor in reducing the early vulnerability of business resource centres, the ability of opportunity‐seeking managers to develop an innovative range of services, including a mix of those offered free and those that required fees, was an important factor in survival. Two detailed case studies (private and mixed) are presented as generic prototypes.","Emergent strategy, Policy, Networking, Teleworking, Start‐ups","MCB UP Ltd","Published: 2001, Start page: 5"
"1551299787-1849","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/23/4","What influences ethnic entrepreneurs’ decision to start-up: Some evidence from Aberdeen, Scotland","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-12-2015-0182","What influences ethnic entrepreneurs’ decision to start-up: Some evidence from Aberdeen, Scotland","Farid Ullah,  (Department of Business and Finance, University of Chester, Chester, UK)","null","Entrepreneurship, Social capital, Networking, Start-up, Ethnic minority","Emerald Group Publishing Limited","Published: 2016, Start page: 918"
"1551278378-1184","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/10/3","SME e‐business and supplier‐customer relations","https://www.emeraldinsight.com/doi/full/10.1108/14626000310489817","SME e‐business and supplier‐customer relations","Merlin Stone  (IBM Professor of Business Transformation, School of Management, University of Surrey, Guildford, UK and Business Research Leader, Business Consulting Services, IBM UK Ltd, London, UK.)","This article starts with definitions of e‐business and a summary of what it means for businesses. This is followed by a quick description of a model of e‐business adoption. It then argues that modelling has reached a secure enough state for us to be able to predict benefits of adoption with some certainty and to determine a cost‐effective way forward for most smaller businesses. It then reviews briefly some evidence about adoption and interprets this in the light of the previous arguments. This article is very definitely an opinion article. It is not based on a comprehensive research programme. Rather, it is based on an interpretation of the masses of private and confidential evidence that flow in the veins of IBM, to which the author has access. It is skewed towards how e‐business affects the relationships between companies and their customers.","Small enterprises, Electronic commerce, Customer relations","MCB UP Ltd","Published: 2003, Start page: 233"
"1551279779-1541","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/17/3","Business support for farmers: an evaluation of the Farm Cornwall project","https://www.emeraldinsight.com/doi/full/10.1108/14626001011068743","Business support for farmers: an evaluation of the Farm Cornwall project","Gerard McElwee  (Nottingham Trent University, Nottingham, UK)","null","Farms, Entrepreneurialism, Classification, Economics","Emerald Group Publishing Limited","Published: 2010, Start page: 315"
"1551291796-1726","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/21/2","Regulatory environment, environmental dynamism, political ties, and performance: Study of entrepreneurial firms in a developing economy","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-01-2014-0004","Regulatory environment, environmental dynamism, political ties, and performance: Study of entrepreneurial firms in a developing economy","Samuel Adomako   (Centre for Small and Medium-Sized Enterprises, Warwick Business School, University of Warwick, Coventry, UK)","null","Nigeria, Firm performance, Environmental dynamism, Entrepreneurial firms, Political ties, Regulatory environment","Samuel Adomako, Albert Danso,  (2014)  ""Regulatory environment, environmental dynamism, political ties, and performance: Study of entrepreneurial firms in a developing economy"", Journal of Small Business and Enterprise Development, Vol. 21 Issue: 2, pp.212-230, https://doi.org/10.1108/JSBED-01-2014-0004","Published: 2014, Start page: 199"
"1551289092-1684","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/20/3","Growth expectations for side activities in rural areas","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-04-2013-0060","Growth expectations for side activities in rural areas","Marianna Markantoni  (Rural Society Team, Scotland's Rural College (SRUC), Edinburgh, UK)","The authors would like to thank the anonymous referees for their invaluable comments on a previous version of this paper. This paper was also presented at the conference “Regional Responses and Global Shifts: Actors, Institutions and Organisations”, 24‐27 May 2010, Pécs, Hungary.","Purpose – The purpose of this article is to examine growth expectations and factors influencing growth of side activities in rural areas.
Design/methodology/approach – Data were collected in the rural areas of 36 Dutch municipalities by means of a detailed survey. This resulted in 260 response cases. The analysis consists of a descriptive account of respondents' intentions to expand a side activity and a logistic regression explaining growth expectations of these activities.
Findings – The main conclusion is that although growth is not expected in a large number of side activities, there is a group of owners who clearly aspire to expand the scale of their activities. Their personal aspirations and aspirations for economic well‐being are the most common motivations. These characteristics also have a bearing on the future growth of side activities and consequently their impact on rural development.
Research limitations/implications – Since this article examines growth expectations and not actual growth, the findings cannot be interpreted directly in terms of economic impact on rural development.
Originality/value – Scholars and policy makers have paid little attention to side activities in rural areas and specifically to their growth potential. This article enhances our understanding of the growth expectations of those who carry out side activities and shows the potential of such activities in diversifying and revitalizing rural areas.","Research paper","Published: 2013, Start page: 453"
"1551278180-1117","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/8/3","Strategic complexity and success – small firms’ strategies in a mature market","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006826","Strategic complexity and success – small firms’ strategies in a mature market","Nola Hewitt‐Dundas  (Northern Ireland Economic Research Centre, Belfast)","This paper develops a typology of strategic options for small firms in the furniture industry and examines the extent to which firms are re‐engineering their strategies in response to profit performance. Empirical analysis is based on data from 39 firms with between 10 and 100 employees in the Irish furniture industry. Three main results emerge from the analysis. First, firms in the Irish furniture industry predominantly adopt “simple” business development strategies. Secondly, in terms of profit performance, we find no evidence that simple strategies unambiguously outperform more complex approaches. Instead, the success of both simple and complex business strategies is directly related to the strength of firms’ resource base. Finally, systematic differences were found in firms’ ability or willingness to re‐engineer their strategies in the light of their profit performance.","Small firms, Business strategy, Business development, BPR, Furniture industry","MCB UP Ltd","Published: 2001, Start page: 205"
"1551279097-1428","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/15/2","Are misalignments of perceptions and self‐efficacy causing gender gaps in entrepreneurial intentions among our nation's teens?","https://www.emeraldinsight.com/doi/full/10.1108/14626000810871709","Are misalignments of perceptions and self‐efficacy causing gender gaps in entrepreneurial intentions among our nation's teens?","Jill Kickul  (Thomas C. Page Center for Entrepreneurship, Richard T. Farmer School of Business, Miami University, Oxford, Ohio, USA)","null","Entrepreneurialism, Gender, Youth, United States of America","Emerald Group Publishing Limited","Published: 2008, Start page: 239"
"1551306696-1955","https://www.emeraldinsight.com/loi/jsbed","Issue 5","https://www.emeraldinsight.com/toc/jsbed/25/5","Can internal control activities and managerial conduct influence business sustainability? A South African SMME perspective","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-11-2016-0188","Can internal control activities and managerial conduct influence business sustainability? A South African SMME perspective","Juan-Pierré Bruwer,  (School of Accounting Sciences, Cape Peninsula University of Technology, Cape Town, South Africa)","null","Financial sustainability, Internal control systems, Management competencies, Management operating style, Reputational sustainability, SMMEs","Emerald Publishing Limited","Published: 2018, Start page: 706"
"1551283804-1603","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/18/4","Owner‐managers' perceptions of barriers to innovation: empirical evidence from Turkish SMEs","https://www.emeraldinsight.com/doi/full/10.1108/14626001111179794","Owner‐managers' perceptions of barriers to innovation: empirical evidence from Turkish SMEs","Dilek Demirbas  (Newcastle Business School, Northumbria University, Newcastle upon Tyne, UK)","null","Barriers to innovation, Owner‐managers, Small to medium‐sized enterprises, Logit regression analysis, Turkey","Emerald Group Publishing Limited","Published: 2011, Start page: 655"
"1551299186-1840","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/23/3","The power of reciprocal knowledge sharing relationships for startup success","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-08-2015-0110","The power of reciprocal knowledge sharing relationships for startup success","Thomas J Allen   (Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States)","null","Biotechnology, Knowledge sharing, Social networks, Start-up, Collaborative innovation","Thomas J Allen, Peter Gloor, Andrea Fronzetti Colladon, Stephanie L Woerner, Ornit Raz,  (2016)  ""The power of reciprocal knowledge sharing relationships for startup success"", Journal of Small Business and Enterprise Development, Vol. 23 Issue: 3, pp.636-651, https://doi.org/10.1108/JSBED-08-2015-0110","Published: 2016, Start page: 616"
"1551277880-1035","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/5/3","Management buy‐outs: the impact of ownership changes on performance","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006788","Management buy‐outs: the impact of ownership changes on performance","Charlie Weir  (Aberdeen Business School, Robert Gordon University, Aberdeen)","Management buy‐outs bring about a change in status of the management team from employee to owner. According to the “agency model”, this change in status provides the financial incentives necessary to ensure that company performance will improve post‐MBO. The key financial incentive present is that the rewards of better performance now accrue to the management team rather than to the previous owners. The “agency model” argues that having a significant financial stake in a company will militate against discretionary behaviour by the new owners. A sample of small management buy‐outs was analysed in terms of two performance indicators, cash management and profitability. Performance was measured against three benchmarks: prior company performance, the performance of companies of similar size and the performance of the industry average. In general, there is no real evidence of better cash management but there is some evidence of improved profitability. The results therefore, offer limited support for the role of incentives proposed by the agency model.","Buyouts, Performance indicators, Performance measurement, Modelling","MCB UP Ltd","Published: 1998, Start page: 199"
"1551278223-1131","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/9/1","Knowledge‐based services and the Internet: an investigation of small UK accountancy practices","https://www.emeraldinsight.com/doi/full/10.1108/14626000210419482","Knowledge‐based services and the Internet: an investigation of small UK accountancy practices","I. Chaston  (I. Chaston is Professor in Marketing and Entrepreneurship, at the Group for Organisational Learning, Development & Enterprise Centre, Plymouth Business School, University of Plymouth, Plymouth, UK.)","The role of organisational learning in knowledge acquisition for competitive advantage is increasingly found in the literature. Various researchers have used qualitative, single firm case studies to validate a relationship between learning, knowledge and firms exhibiting strong market performance. There is, however, limited empirical evidence on the relative importance of the learning style and management systems required to support the effective marketing of knowledge‐based services. The Internet is an excellent research tool to empirically assess the possible relationships between learning style, knowledge systems and revisions in operational practices. A survey of small UK accountancy practices was undertaken to acquire data on learning style, knowledge systems and market performance. The results and their implications in relation to organisations’ use of the Internet are discussed and proposals are presented for further research.","Accounting, Learning, Knowledge workers, Internet","MCB UP Ltd","Published: 2002, Start page: 7"
"1551278113-1100","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/7/4","Small and medium‐sized enterprises and the environment: evaluation of a specific initiative aimed at all small and medium‐sized enterprises","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006849","Small and medium‐sized enterprises and the environment: evaluation of a specific initiative aimed at all small and medium‐sized enterprises","Andrew L. Friedman  (Head of Department, The Management Research Centre, University of Bristol)","Small and medium‐sized enterprises (SMEs) are under increasing pressure to address environmental issues from a range of sources, including legislation, supply chain, trade associations and customers. Addressing environmental awareness, not to mention sustainability, is a complex issue for SMEs, exacerbated by a lack of time, resources and environmental expertise. Consequently, many initiatives have been developed to direct and support SMEs. This paper is concerned with an initial evaluation of one such initiative based on a grounded theory approach. This process highlights the practical issues SMEs face when trying to implement environmental issues as workable company policies. A “gap” between developers and users in terms of the achievable outcomes perceived and obtained from such initiatives is also highlighted. To date, little has been written about the problems SMEs face in addressing environmental issues. This paper attempts to highlight some of these problems and, more importantly, promote further debate and discussion.","Small‐ to medium‐sized SMEs, Environmental management strategy, Grounded theory","MCB UP Ltd","Published: 2000, Start page: 295"
"1551286148-1639","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/19/3","Could higher education programmes, culture and structure stifle the entrepreneurial intentions of students?","https://www.emeraldinsight.com/doi/full/10.1108/14626001211250162","Could higher education programmes, culture and structure stifle the entrepreneurial intentions of students?","Panagiotis Piperopoulos  (Newcastle University Business School, Newcastle University, Newcastle upon Tyne, UK)","null","Entrepreneurship education, Entrepreneurship, Entrepreneurial intentions, Faculty members, Higher education institutes, Students, Greece, Entrepreneurialism, Education","Emerald Group Publishing Limited","Published: 2012, Start page: 380"
"1551296783-1802","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/23/1","Entrepreneurship mission and content in Finnish policy programmes","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-10-2014-0170","Entrepreneurship mission and content in Finnish policy programmes","Jarna Heinonen   (Turku School of Economics, University of Turku, Turku, Finland)","null","Finland, Discourse analysis, Entrepreneurship policy, Opportunity identification, Policy documents","Jarna Heinonen, Ulla Hytti,  (2016)  ""Entrepreneurship mission and content in Finnish policy programmes"", Journal of Small Business and Enterprise Development, Vol. 23 Issue: 1, pp.149-162, https://doi.org/10.1108/JSBED-10-2014-0170","Published: 2016, Start page: 3"
"1551284706-1617","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/19/1","Are freelancers a neglected form of small business?","https://www.emeraldinsight.com/doi/full/10.1108/14626001211196415","Are freelancers a neglected form of small business?","John Kitching  (Small Business Research Centre, Kingston‐upon Thames University, Kingston‐upon‐Thames, UK)","The authors are grateful to the Professional Contractors Group for funding the research on which much of this paper is based, to the organisations listed in Table I, and to the UK Data Archive for access to unpublished Labour Force Survey data.","Purpose – The purpose of this paper is to demonstrate that freelancing is neglected by researchers as a form of small business activity. It aims to consider whether it is possible and useful for researchers to distinguish freelancers from other types of small business owner.
Design/methodology/approach – The paper does this in three ways: first, by conceptualising freelance status; second, by examining the research literature on freelance workers; and, third, by estimating the size of the UK freelance workforce to demonstrate their importance.
Findings – The definition proposed permits identification of many types of freelancer hitherto neglected by researchers. Freelancers are a large and growing proportion of the UK business stock and the recent recession has led to a further expansion.
Originality/value – Given the size and distinctiveness of the freelance workforce, researchers might explore the similarities and differences between freelancers and other small business owners with regard to: their motivations for starting and continuing to operate on a freelance basis; experiences of business ownership and management; the heterogeneity of the freelance workforce; and the wider social, economic and political causes and consequences of freelance working.","Research paper","Published: 2012, Start page: 7"
"1551278424-1199","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/10/4","Strategic turnaround in a fragmented industry","https://www.emeraldinsight.com/doi/full/10.1108/14626000310504701","Strategic turnaround in a fragmented industry","Odd Jarl Borch  (Graduate School of Business in Bodø, Norway.)","This study examines the range of business strategies chosen among small and medium‐sized enterprises (SMEs) in their adaptation to increased market integration and higher competitive intensity. Longitudinal studies of SMEs in the Norwegian agro‐food industry show the effect of market fragmentation at strategic change capability. Analyses of strategy gives indication of high historic reliance on political sub‐strategies, and a lot of smaller firms being satisfied with the present more incremental adaptation pattern and a non‐profiled strategic posture. Some firms are, however, gaining advantage through efforts towards more distinct strategic positioning, combining market positioning tools and supporting resources such as competence, network resource accumulation. Implications for the future competitiveness in view of the market integration processes are reviewed. Suggested policy measures for the government to improve global competitiveness in transitional industries are outlined.","Resource management, Food industry, Small‐ to medium‐sized enterprises, Marketing strategy, Norway","MCB UP Ltd","Published: 2003, Start page: 372"
"1551295881-1788","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/22/4","Intelligence management opportunities for SMEs","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-02-2012-0030","Intelligence management opportunities for SMEs","Udechukwu Ojiako   (Faculty of Management, University of Johannesburg, Johannesburgh, South Africa AND Faculty of Business, The British University in Dubai, Dubai, United Arab Emirates.)","null","SMEs, Management, Decision making, Intelligence","Udechukwu Ojiako, Maxwell Chipulu, Mine Karatas-Ozkan, Mei-Jyun Siao, Stuart Maguire,  (2015)  ""Intelligence management opportunities for SMEs"", Journal of Small Business and Enterprise Development, Vol. 22 Issue: 4, pp.698-715, https://doi.org/10.1108/JSBED-02-2012-0030","Published: 2015, Start page: 611"
"1551300388-1858","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/24/1","Logics and rationalisations underpinning entrepreneurial decision-making","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-06-2016-0092","Logics and rationalisations underpinning entrepreneurial decision-making","Natalia Vershinina,  (Department of Entrepreneurship and Local Economy, University of Birmingham, Birmingham, UK)","null","Entrepreneur, Intuition, Rationality, Decision-making, Rationalisation, Effectuation, Logic","Emerald Publishing Limited","Published: 2017, Start page: 2"
