web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549448443-888","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","Anlamaaazdııın!","http://www.milliyet.com.tr/yazarlar/ece-temelkuran/anlamaaazdiiin--1045479/","Radyoda yıvış yıvış bir sunucu, dinleyici mektubu okuyor: “Selma demiş ki ‘Patronumla ilişkim vardı, karısı öğrendi. Telefon etti, saydı döktü. Sence ben iş yerini bırakmalı mıyım? Biliyorsun kriz de var. Ne yapayım?’ Bak Selma...”
Sunucu manalı bir es veriyor:
“Bak kardeşim, ben seni kardeşim olarak görüyorum tabii, biliyorsun. Sen bu soruyu bana soruyorsan...”
Sinir esi ve devam:
“Bana bunu soruyorsan Selma kardeşim, sen zaten kararını vermişsin. Anladın sen bunu! Sen beni anladın! Bana bunu soruyorsan...”
Sinir içinde bir kaç kere daha tekrar ettikten sonra bu üç cümlelik nutku, şarkıya geçiyor:
“Şimdi Issız Adam’dan gelsin: ‘Anlamazdın anlamazdın’...”","null"
"1549463764-1049","http://www.milliyet.com.tr/haberler/ibm?PAGE=19","Ünlü yatırımcı IBM’e 11 milyar dolar yatırdı","http://www.milliyet.com.tr/unlu-yatirimci-ibm-e-11-milyar-dolar-yatirdi-ekonomi-1463347/","Buffett CNBC’ye yaptığı açıklamada, şirketi Berkshire Hathaway’in 57 milyon adet IBM hissesi aldığını belirtti. Buffett’ın Amerikan Sermaye Piyasası Kurulu’ndan (SEC) izin alarak teknoloji şirketi olan IBM hisselerini satın aldığı ifade ediliyor. Söz konusu satın almayla birlikte Berkshire Hathaway, IBM’in yüzde 5’den fazla hissesini ele geçirmiş oldu. Buffett, uzun zaman teknoloji şirketlerine yatırım yapmayı reddetmişti. IBM, Buffett’ın şirkete olan yatırımına ilişkin açıklama yapmadı.
Şu anda 81 yaşında olan Buffet, bugüne kadar büyük ekonomik durgunlukları rekabet avantajı yaratacak şirketleri bünyesine geçirerek ya da yoğun hisse satın alımları yaparak atlattı.  

Buffet, “IBM, bütün şirketlerin bilgi teknolojileri birimlerinin daha iyi çalışmasına yardım eden bir şirket” dedi. Ünlü milyarder geçen yıl hissedarlarına yaptığı konuşmada, “Krize karşı savunmamız, saldırımızdan daha güçlüdür” demişti.
Bu gelişmenin ardından, toplamda 220 milyar dolar piyasa değeri olan IBM ‘in hisseleri yüzde 0.2 oranında değer kazandı.
ABD’li finansal danışmanlık şirketi Macquarie Capital’ın analistlerinden Brad Zelnick, “IBM, Berkshire için oldukça sağlam bir strateji ve şirketin portföyündeki çeşitlilik adına önemli bir gelişme” diye konuştu. 
Thomson Reuters’ın verilerine göre, Buffet’in IBM’deki yüzde 5.5’lik hissesi, milyarder yatırımcıyı teknoloji şirketinin en büyük hissedarlarından biri olan Street Global Advisor ile eşit duruma getirdi.","16.11.2011                    02:30                      | Son Güncelleme:16.11.2011-0:24"
"1549463786-1053","http://www.milliyet.com.tr/haberler/ibm?PAGE=19","İşte beklenen canavar!","http://www.milliyet.com.tr/iste-beklenen-canavar--yeniurunler-1471880/","null","null"
"1549475849-1214","http://www.milliyet.com.tr/haberler/ibm?PAGE=11","Gelecek bizi bekliyor","http://www.milliyet.com.tr/gelecek-bizi-bekliyor/pazar/haberdetay/13.09.2015/2116651/default.htm","Geleceğin nasıl olacağını tahmin etmek insanlar için her zaman eğlenceli olmuştur. 2000’li yılları tahmin etmeye çalışan “ilk nesil fütüristler”in illüstrasyonları internette karşınıza çıkmıştır mesela... İnsanoğlunun geleceği tahmin etme merakı devam ediyor. Fakat teknoloji sayesinde artık daha gerçekleşebilir tahminler yapabiliyoruz. Silikon Vadisi’nde yarı düşünce kuruluşu yarı üniversite olarak çalışan Singularity Üniversitesi de geçtiğimiz günlerde 2025 ile ilgili sekiz öngörü yayımladı. Üniversiteye göre bizi inanılmaz bir gelecek bekliyor; yapay zekanın hayatımızı şekillendirdiği, sanal gerçekliğin mesafeleri kısalttığı bir dünya...","13.09.2015  -              02:30 | Son Güncelleme:  13.09.2015-2:30"
"1549462598-1004","http://www.milliyet.com.tr/haberler/ibm?PAGE=22","Rüyalar gerçek oluyor!","http://www.milliyet.com.tr/ruyalar-gercek-oluyor--yeniurunler-1342396/","null","null"
"1549447468-880","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","IBM den konuşan Web!","http://www.milliyet.com.tr/ibm-den-konusan-web--bilisim-1025102/","null","null"
"1549473495-1193","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","Coface Türkiye ye Süheyl ve Behzat Uygur dan Destek","http://www.milliyet.com.tr/coface-turkiye-ye-suheyl-ve-behzat-pembenar-detay-kultursanat-1991332/","null","null"
"1549485598-1311","http://www.milliyet.com.tr/haberler/ibm?PAGE=6","“YAZILIM VE TEKNOLOJİ ZİRVESİ” ADANA’DA","http://www.milliyet.com.tr/yazilim-ve-teknoloji-zirvesi-adana-da-adana-yerelhaber-1089449/","IHA","01 Aralık 2015 - 00:47"
"1549480389-1253","http://www.milliyet.com.tr/haberler/ibm?PAGE=9","Yazılım çağı","http://www.milliyet.com.tr/yazarlar/yaman-toruner/yazilim-cagi-2368336/","Teknoloji dünyamıza artık, kullandığımız makinelerden (hardware) çok onların yazılımları (software) hükmetmeye başladı. Dolayısıyla, araştırma-geliştirme (Ar-Ge) faaliyetlerinden bahsettiğimizde; icatlardan çok, bunları kullanmak için gerekli yazılımların gücünden ve kolaylığından bahsediyor olacağız. Doğal olarak, daha iyi yazılımlar ortaya çıktıkça, bunların kullanılabileceği makineler ve araçlar da ortaya çıkacak.","null"
"1549448158-885","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","IBM’den 4 Türk akademisyene ödül","http://www.milliyet.com.tr/ibm-den---turk-akademisyene-odul-ekonomi-1029050/","Marmara Üniversitesi Doç. Dr. Haluk Topçuoğlu finans ve sigorta sektörün çabuk ve kolay bilgi analizi yapan, ‘IBM Cell işlemci mimarisi üzerinde Hibrid Evrimsel Algoritmaların Paralelleştirme Teknikleri’ konulu projesiyle ödül aldı.
Yıldız Teknik Üniversitesi Bilgisayar Mühendisliği Bölümü’nden Yard. Doç. Dr. Gökhan Yavuz, ‘IBM Akademik İşbirliği Çerçevesinde Anasistem Sertifika ve Müfredat Geliştirme’ çalışmasıyla; ODTÜ Elektrik ve Elektronik Mühendisliği Bölümü’nden Doç. Dr. Özgür Akan ise ‘Nano Ağlar İçin Nano Seviyesinde İletişim Teorileri ve Algoritmaları’ başlıklı projesiyle ödüle layık görüldü. 
Geçtiğimiz yıl da ödül alan, İstanbul Bilgi Üniversitesi Bilgisayar Bilimleri Bölümü Başkanı Cris Stephenson ise bu yıl liselerde hayata geçirilmesi amacıyla hazırladığı, ‘Liselerde Bilgisayar Eğitimleri’ konulu projesiyle ödül aldı. Dünyadan 500 kişinin katıldığı yarışmada ödül alanlara 10 bin dolarlık çek hediye edildi.","17.12.2008                    01:00                      | Son Güncelleme:17.12.2008-1:01"
"1549464759-1114","http://www.milliyet.com.tr/haberler/ibm?PAGE=16","İlk akıllı cep  Simon 20 yaşında","http://www.milliyet.com.tr/-ilk-akilli-cep-simon-20-yasinda-dijitaloyuncaklar-1634835/","2007'de ilk iPhone ile tanıştığımızdan bu yana, mobil teknoloji çok daha yüksek bir hızla gelişmeye başladı. Bazı tahminlere göre ise ilk akıllı telefon olan Simon artık tam 20 yaşında.","29.11.2012  -              15:00 | Son Güncelleme:  29.11.2012-16:49"
"1549458100-966","http://www.milliyet.com.tr/haberler/ibm?PAGE=24","Türklerden Kızılderilere ev, yol, su","http://www.milliyet.com.tr/turklerden-kizilderilere-ev-yol-su-ekonomi-1266829/","Bakan Çağlayan, ABD’de Kaliforniya’nın Los Angeles şehrinden Teksas’ın Houston şehrine geçerken uçakta gazetecilerle sohbet etti.
         2023 yılında 500 milyar dolar hedefini yakalamak için belirlenecek yeni ihracat strajesini ilkin Ekonomik Sosyal Konseye sonra da Bakanlar Kurulu’na sunacağını bildiren Çağlayan, kurun ithalata etkisinin ihracata etkisinden en az 10 kat daha fazla olduğunu, kurun ithalatı azdırdığını bildirdi.
         Bakan Çağlayan, şunları söyledi:
         “Los Angeles limanında teknede ihracat birlik başkanlarıyla görüştüm.  Los Angeles gibi uzak pazarlara ulaşmadaki en büyük sorumuzun süre. Bu süreyi nasıl minimize ederiz. Burada, limanda antrepolar oluşturup ürünlerimizi bu antrepolarda depolayabiliriz. İlk pilot örneğini Los Angeles’da yapacağımıza inanıyorum. Dış Ticaret Müsteşarlığı lojistik biriminden, ihracat genel müdürlüğünden, ihracatçı birliklerinden oluşan bir heyet 1 ay içinde Los Angeles’a gelecekler. Antrepoda yer almak için 5 sektör belirledik. Bunlar, hazırgiyim, konfeksiyon ve tekstil, elektrikli makinalar, deri ürünleri ve ayakkabı, kimyasallar ve plastikler ile mobilya. Limanda büyük bir antrepo kurduktan sonra ihracatı ciddi manada artıracağımızı sanıyorum. Çin, Güney Kore böyle yapıyor.
         Ekonomik Araştırmaları Değerlendirme Genel Müdürlüğü vardı. Buraya bayan genel müdür getirdim. 15-16 da personel verdim. Proaktif olacaksınız dedim.  İhracat odaklı üretim stratejisini, girdi tedarik stratejisini, avro-dolar dalgalanmasının, avro ve doların ayrı ayrı değer kaybetmesinin bizim ihracatımıza etkilerini tespit ettirdim. Bu birim inanılmaz raporlar hazırlıyor.
         Merkez Bankası ile de görüşüyorum. Kurun ithalata etkisi, ihracata etkisinden en az 10 kat daha fazla. Kur ithalatı azdırıyor. Canavar. Parite düşerse ne olur? Hangi sektöre, hangi ülkelere etkisi olur değerlendirdik. Bir kez ithalatın yüzde 60’ı dolar, ihracatın yüzde 48’i avro. En büyük pazarım Avrupa’ya ihracatımın yüzde 78’ini avro ile yapıyorum. Bunlar hesap kitap işi.  Ben üretime göre ihracat değil, ihracata göre üretim yapmalıyım.”","22.07.2010                    10:14                      | Son Güncelleme:22.07.2010-10:15"
"1549463941-1081","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","IBM ilk çeyrekte karını 7 kat arttırdı","http://www.milliyet.com.tr/ibm-ilk-ceyrekte-karini-7-kat-arttirdi-ekonomi-1529744/","IBM yaptığı açıklamada, yılın ilk çeyreğinde 3,07 milyar dolar (hisse başına 2,61 dolar) kar ettiğini bildirdi. Şirket, geçen yıl aynı çeyrekte 2,86 milyar dolar (hisse başına 2,31 dolar) kar etmişti.

Şirketin aynı çeyrekte gelirleri ise 24,7 milyar dolar oldu.

IBM’in yazılım ve hizmet gelirleri artarken, donanım ve finansman bölümü gelirleri düştü.

IBM ayrıca satış noktası çözümleri işini Toshiba’ya 850 milyon dolara sattı.","18.04.2012                    10:47                      | Son Güncelleme:18.04.2012-10:49"
"1549460281-985","http://www.milliyet.com.tr/haberler/ibm?PAGE=23","Cebit kapılarını araladı  bilişimde şov zamanı","http://www.milliyet.com.tr/cebit-kapilarini-araladi-bilisimde-sov-zamani-teknoloji-1297856/","null","null"
"1549445105-857","http://www.milliyet.com.tr/haberler/ibm?PAGE=30","IBM, AppScan ürün ailesini pazara sundu","http://www.milliyet.com.tr/ibm--appscan-urun-ailesini-pazara-sundu-ekonomi-997360/","IBM, kurumların çalışan ve müşterilerine hacker saldırılarına karşı güvenli web siteleri aracılığıyla hizmet sağlayabilmeleri için AppScan ürün ailesini pazara sundu. 
IBM’den yapılan yazılı açıklamada, Rational yazılımları içinde yer alan AppScan çözümünün, IBM Yazılım Zirvesi 2008’de katılımcılarla buluşacağı bildirildi. 
Rational AppScan’ın otomatik güvenlik testleriyle, web sitelerindeki hackerların saldırabileceği güvenlik açıklarının belirlenip, sağladığı çözüm önerileriyle açıkların giderilmesine ve sürecin raporlanmasına olanak sağladığı kaydedildi.","29.09.2008                    16:43                      | Son Güncelleme:29.09.2008-16:43"
"1549477078-1225","http://www.milliyet.com.tr/haberler/ibm?PAGE=10","IBM’in iOS için Uyku Takibini Watson Yapacak","http://www.milliyet.com.tr/ibm-in-ios-icin-uyku-takibini-teknoloji-2203593/","null","null"
"1549463511-1008","http://www.milliyet.com.tr/haberler/ibm?PAGE=22","Yapay Zeka İnsan Zekasını Yendi!","http://www.milliyet.com.tr/yapay-zeka-insan-zekasini-yendi--pembenar-detay-markalardanhaberler-1354084/","null","null"
"1549491283-1363","http://www.milliyet.com.tr/haberler/ibm?PAGE=3","Microsoft ismi nereden geliyor hiç düşündünüz mü?","http://www.milliyet.com.tr/microsoft-ismi-nereden-geliyor-hic-teknoloji-haber-2548975/","null","null"
"1549462819-1006","http://www.milliyet.com.tr/haberler/ibm?PAGE=22","Vodafone’dan Sevgililer Günü’ne özel servisler","http://www.milliyet.com.tr/vodafone-dan-sevgililer-gunu-ne-ozel-servisler-ekonomi-1351805/","""Aşk Falı"" servisi ile her gün aşk hayatlarıyla ilgili ip uçlarını abonelerinin cebine gönderen Vodafone, sevdikleri ile aralarındaki aşk uyumunu merak edenler için de ""Burç Uyumu"" servisini sundu.

-IBM- IBM, Vodafone Türkiye’nin müşterileri için yeni işbirliği hizmetleri tasarlamalarına ve pazarlamalarına yardımcı olacak yeni bir bulut bilgi işlem platformu oluşturacağını duyurdu.

IBM Bulut Bilgi İşlem Platformu, Vodafone Türkiye’nin mevcut sunucu kapasitesi en üst düzeye çıkaracak ve test iş yüküne bağlı olarak BT kaynakları kullanılırken esneklik sağlayacak. Bu sayede Vodafone Türkiye’nin web geliştirme araçları daha güvenli bir biçimde birleştirilecek, takvim, anında mesajlaşma, gezinme gibi yeni mobil uygulamaların yanı sıra, mobil web toplantıları veya internet TV gibi daha gelişmiş uygulamaların da tasarlanma süreçleri kısalacak ve kullanımları basitleşecek.","13.02.2011                    17:19                      | Son Güncelleme:13.02.2011-17:22"
"1549471567-1177","http://www.milliyet.com.tr/haberler/ibm?PAGE=13","IBM Türk, girişimcileri dünya yatırımcılarıyla buluşturuyor","http://kariyer.milliyet.com.tr/ibm-turk-girisimcileri-dunya/kariyer/detay/1941025/default.htm","Girişimcileri, yatırımcıları ve deneyimli danışmanları bir araya getiren, IBM SmartCamp etkinliğinin bölgesel finali bu yıl Startup İstanbul kapsamında gerçekleşecek. Akıllı Dünya’ya giden yolda etkili çözümler sunan, inovatif ve yeni nesil şirketlerin belirlendiği IBM SmartCamp etkinliği 30 Eylül'de Lütfi Kırdar Kongre ve Sergi Sarayı'nda düzenlenecek.","16.09.2014  -            15:07 | Son Güncelleme:  16.09.2014-15:08"
"1549469186-1156","http://www.milliyet.com.tr/haberler/ibm?PAGE=14","Apple Hisselerini Geri mi Topluyor","http://www.milliyet.com.tr/apple-hisselerini-geri-mi-topluyor-teknoloji-1833545/","null","null"
"1549449313-895","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","Süper bilgisayar  Sequoia  2012’de kullanımda","http://www.milliyet.com.tr/dunyanin-en-superi-ekonomi-1063158/","IBM’nin, dünyanın ""en güçlü"" süper bilgisayarı Sequoia’yı, ABD Enerji Bakanlığı Ulusal Nükleer Güvenlik İdaresi için tasarlamaya başladığı bildirildi. 
IBM açıklamasına göre, daha akıllı simülasyonlara olanak sağlayan Sequoia, öncelikli olarak ABD’nin nükleer silahlarının güvenliğini ve güvenilirliğini test etmek amacıyla kullanılacak ve gerçek silah testleri yapılması gereksinimini ortadan kaldıracak. 
Daha sonra astronomi, enerji, genom bilimi ve iklim değişiklikleri konularındaki araştırmalarda da yararlanılacak süper bilgisayar, 20 petaflopun (saniyede 20 bin trilyon veya 20 katrilyon hesaplamanın) üzerindeki hızlara ulaşacak. 
""1 günde işleyeceği bilgiyi işlemek için 120 milyar insanın hesap makinesi kullanarak yaklaşık 50 yıl çalışması"" gerekeceği belirtilen bilgisayarın, günümüzün en güçlü süper bilgisayarından 15 kat daha hızlı olacağı, 96 adet buzdolabı boyutundaki raflar üzerinde sadece 318 metrekare alan kaplayacak sistemde 1,6 milyon adet IBM Power işlemcisi ve 1,6 terabayt bellek kullanılacağı kaydedildi. 
Sözleşme uyarınca 2011’de ABD Enerji Bakanlığı Ulusal Nükleer Güvenlik İdaresine teslim edilecek Sequoia, 2012’de kullanıma girecek.","23.02.2009                    12:15                      | Son Güncelleme:23.02.2009-12:15"
"1549475546-1211","http://www.milliyet.com.tr/haberler/ibm?PAGE=11","Adliyeden  teknoloji  transferi","http://www.milliyet.com.tr/adliyeden-teknoloji-transferi-gundem-2101220/","null","13.08.2015                    02:30                      | Son Güncelleme:12.08.2015-23:40"
"1549489484-1349","http://www.milliyet.com.tr/haberler/ibm?PAGE=4","IBM ve Sony 330 terabaytlık manyetik bant geliştirdi","http://www.milliyet.com.tr/ibm-ve-sony-330-terabaytlik-teknoloji-haber-2495682/","null","null"
"1549476699-1222","http://www.milliyet.com.tr/haberler/ibm?PAGE=11","Dünyanın en değerli şirketi artık o!","http://www.milliyet.com.tr/dunyanin-en-degerli-sirketi-artik/ekonomi/detay/2188138/default.htm","Dünyanın en değerli şirketi ünvanı Apple'ın elinden gitti. Google'ın çatı şirketi Alphabet, Apple'ı geçmeyi başardı.","02.02.2016  -              10:37 | Son Güncelleme:  02.02.2016-10:38"
"1549460864-990","http://www.milliyet.com.tr/haberler/ibm?PAGE=23","CeBIT 2010 başarılı oldu!","http://www.milliyet.com.tr/cebit-2010-basarili-oldu--bilim-1299949/","null","null"
"1549463856-1065","http://www.milliyet.com.tr/haberler/ibm?PAGE=19","Çinli Lenovo ‘birincilik’ istiyor","http://www.milliyet.com.tr/cinli-lenovo-birincilik-istiyor-ekonomi-1501537/","Şirketin net kârı bir yıl öncesine göre yüzde 54 oranında artarak 99 milyon dolar seviyesinden 153 milyon dolara çıktı. Lenovo’nun gelirleri ise yüzde 44’lük yükselişle 8.37 milyar doları aştı. Bir yıl öncesinin son çeyreğinde burada 5.81 milyar dolar yakalanmıştı.
Araştırma şirketi IDC’nin 2011’in son çeyrek verilerine göre 92.7 miyon adetlik satışın yüzde 14’ünü Lenovo gerçekleştirdi. Şirket pazar payında 13 milyon PC satışıyla yüzde 36’lık artışa imza attı, bir diğer ifadeyle 4 puanlık artış yakaladı. Pazarın birincisi ABD’li HP ise 2010 son çeyrekte yüzde 19.3 olan pazar payında kayıp yaşadı ve yüzde 16.3’e geriledi.","13.02.2012                    02:30                      | Son Güncelleme:13.02.2012-0:41"
"1549474578-1202","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","İtalyan Pirelli de Çinli oluyor","http://www.milliyet.com.tr/italyan-pirelli-de-cinli-oluyor/ekonomi/detay/2033068/default.htm","İtalya’nın en önemli ve köklü şirketlerinden biri olan Pirelli, Çinlilerin eline geçiyor. Pirelli’nin en büyük hissedarı olan ve şirket başkanı Marco Tronchetti Provera’nın ailesi tarafından kontrol edilen Camfin, payını Çinlilere satmaya karar verdi. Çinli “kamu” şirketi, Pirelli’nin kalan hisselerini de almak istediğini belirtti.
İtalya, dünyanın beşinci büyük lastik üreticisi Pirelli’nin Çinlilere satışıyla sarsıldı. Pirelli’de yüzde 26.2’lik paya sahip olan Cam Finanziaria SpA (Camfin), bunun tamamını Çin’in ulusal kimya şirketi ChemChina’ya satmayı kararlaştırdı. Hisse senedi başına 15 euro ödemeyi kabul eden ChemChina, kalan hisseler için de aynı fiyattan teklif yapacağını açıkladı.
‘Çin’de yardım ederiz!’
Söz konusu anlaşmanın, İtalyan lastik üreticisinin fiyatının yaklaşık 7.1 milyar euro olduğu anlamına geleceği belirtiliyor.
Camfin tarafından yapılan açıklamada, Provera’nın CEO olarak görevine devam edeceği ve Pirelli merkezinin de İtalya’da kalmaya devam edeceği kaydedildi.
Buna karşın İtalya’nın simgelerinden biri olarak nitelenen Pirelli’nin Çinlilere satışı, ülke içinde yüksek sesli eleştirilerle karşılandı. Bunun “milliye değerlerin elden çıkarılması” anlamına geleceğini savunanlar olduğu gibi, ülkede halen rekor seviyede olan işsizliği de tırmandıracağı konuşuluyor. Sosyal paylaşım sitelerinde de söz konusu satış sert şekilde eleştirildi...
Kendi lastik üretim tesisleri de olan ChemChina, Pirelli’nin daha az karlı gördükleri kamyon ve endüstriyel amaçlı lastik üretimini Çin’e kaydırmayı düşünüyor. Analistler, söz konusu satışın, Pirelli’nin Asya pazarına hızlı giriş yapmasına ve rakiplerinin önüne geçmesine de yardımcı olacağını belirtiyorlar.","24.03.2015  -              02:30 | Son Güncelleme:  24.03.2015-2:30"
"1549473349-1192","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","Hangi pozisyonda çalışanlar ne kadar maaş alıyor?","http://kariyer.milliyet.com.tr/hangi-pozisyonda-calisanlar-ne/kariyer/galeri/1989362/default.htm","","Kariyer                |                24.12.2014 -                16:24"
"1549461131-993","http://www.milliyet.com.tr/haberler/ibm?PAGE=23","Bakanlık tekno girişimcileri kuluçka merkezine gönderecek","http://www.milliyet.com.tr/bakanlik-tekno-girisimcileri-kulucka-merkezine-gonderecek-ekonomi-1307612/","Sanayi ve Ticaret Bakanı Nihat Ergün, Türkiye’deki girişimcilerin, Silikon Vadisi’ne giderek şirketlerini büyütmeleri ve oradan dünyaya açılmaları için bakanlık olarak destek mekanizması oluşturacaklarını bildirdi.

Sanayi ve Ticaret Bakanı Nihat Ergün, ABD’deki temasları çerçevesinde California eyaletindeki ""Silikon Vadisi""nde incelemelerde bulundu.

Silikon Vadisi;nde çok sayıda Türk girişimcinin ve yatırımcının bulunduğunu belirten Ergün, ""Türkiye’deki parlak fikirli gençlere, Silikon Vadisi;ndeki süper Türkler koçluk yapacak. Biz de Türkiye’deki girişimcilerin Silikon Vadisi;ne giderek şirketlerini büyütmelerini ve oradan dünyaya açılmalarını sağlamak amacıyla bakanlık olarak destek mekanizmaları oluşturacağız"" dedi.

Silikon Vadisi’ndeki incelemelerini Türkiye’de hazırlıkları devam eden ""Bilişim Vadisi"" projesi kapsamında yapan Ergün, Vadi içerisinde faaliyet gösteren firmaların çalışma sistemlerine ilişkin bilgi aldı.

Ergün, bölgenin en büyük kuluçka merkezi olan Plug&Play Kuluçka Merkezi;ni ziyaretinde, kuluçka sisteminin çalışma şekli hakkında bilgi aldı.

Bakan Ergün, Amerika;da yerleşik girişimcilerin yanı sıra 12 ülkeden gelen girişimcileri dünya piyasalarına açan kuluçka merkezinde Türk girişimcilerin de yer alması için görüşmelerde bulundu.

Ergün, Silikon Vadisi içerisinde yer alan ve alanında söz sahibi olan yüksek performanslı şebeke donanım üreticisi Brocade firmasını da ziyaret etti.

IBM, Dell, HP, Oracle gibi firmalarla iş ortaklığı bulunan Brocade firmasının Genel Müdürü John Mchugh da ziyaret sırasında, ""Türkiye;de bir banka hariç büyük bankaların tümüyle çalışıyoruz. Ancak Türkiye pazarında daha çok gelişmek istiyoruz. Türkiye son yıllarda büyük değişim yaşayan, büyüyen ve istikbal vadeden bir ülke"" dedi.

-TÜRKİYE’DEKİ BAŞARILI ŞİRKETLERLE SİLİKON VADİSİ ARASINDA BAĞLANTI KURULACAK-","29.10.2010                    12:09                      | Son Güncelleme:29.10.2010-12:11"
"1549451596-913","http://www.milliyet.com.tr/haberler/ibm?PAGE=27","En değerli marka Google!","http://www.milliyet.com.tr/en-degerli-marka-google--internet-1088876/","null","null"
"1549436578-784","http://www.milliyet.com.tr/haberler/ibm?PAGE=34","Hacker lara karşı dev ittifak","http://www.milliyet.com.tr/-hacker-lara-karsi-dev-ittifak-bilisim-883232/","null","null"
"1549463953-1084","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Yahoo ile Facebook arasındaki dava süreci giderek kızışıyor","http://www.milliyet.com.tr/yahoo-ile-facebook-arasindaki-dava-sureci-giderek-kizisiyor/dunya/dunyadetay/28.04.2012/1533905/default.htm","Facebook’u reklam, gizlilik denetimi ve sosyal ağlarla ilgili internet patentlerinden 10’unu ihlal etmekle suçlayan Yahoo, mahkemeye sunduğu yeni belgelerde ihlal edilen patent sayısını 12’ye yükseltti.

Yahoo, aynı zamanda Facebook’u iki şirketin olası patent ihlallerinde mahkemeye başvurmadan önce birbirlerini haberdar etmelerini öngören anlaşmayı da ihlal etmekle suçladı.

Facebook ise yaptığı açıklamada, Yahoo’nun hiç durmadan değişen eylemlerinden şaşkına düştüklerini belirterek şirketin son iddialarının tamamen asılsız olduğunu ileri sürdü.

Yahoo’nun 12 Mart’ta açtığı davanın ardından Facebook, IBM’den 750 patent satın almış ve patentlerini ihlal ettiği suçlamasıyla Yahoo’ya karşı dava açmıştı.

Facebook, bu hafta başında ise Microsoft’un AOL’den satın aldığı 650 patent için 550 milyon dolar ödemeyi kabul etmişti.

Facebook, internetteki liderliğini Google’a kaptıran Yahoo’nun reklam gelirlerinin büyük bir kısmını ele geçirmişti.","28.04.2012  -              11:24 | Son Güncelleme:  28.04.2012-11:26"
"1549479814-1247","http://www.milliyet.com.tr/haberler/ibm?PAGE=9","Amerikan İş Forumu-Amcham","http://www.milliyet.com.tr/yazarlar/yaman-toruner/amerikan-is-forumu-amcham-2340546/","AmCham-Türkiye, ülkemizde yatırım yapan Amerikan şirketlerinin kurduğu bir dernek. 2004 yılından bu yana Türkiye ve ABD arasındaki ikili ticaretin, yatırımın ve ilişkilerin geliştirilmesi; Türkiye’deki iş ortamının güçlendirilmesi ve uluslararası doğrudan yatırımların teşvik edilmesi amacına yönelik olarak çalışıyor.

Türkiye’de 135’ten fazla ABD şirketinin, 54 milyar dolardan fazla yatırımı var. Bu şirketler, Türk maliyesine yılda 12 milyar dolardan fazla vergi ödüyor ve 60 binden fazla kişiye istihdam sağlıyorlar. Üstelik, bu şirketlerden 15’inin bölgesel merkezi de Türkiye’de ve buradan 94 ülkeyi yönetiyorlar. 

Dow Chemical","null"
"1549469886-1163","http://www.milliyet.com.tr/haberler/ibm?PAGE=14","“Üç büyüklerin gelirleri de az”","http://www.milliyet.com.tr/-uc-buyuklerin-gelirleri-de-az-/pazar/haberdetay/27.04.2014/1873204/default.htm","Ahmet Gülüm koltuğunun altında birden çok karpuz taşıyabilenlerden biri... Başarılı bir voleybolculuk kariyerinin ardından Türkiye Voleybol Federasyonu ve Türk Voleybol Vakfı başkanlığı gibi önemli görevlerde bulundu. Türkiye’nin ilk spor odaklı pazarlama ajansı Sportsnet’in ve birçok spor branşından müsabakaları izleyicilerle buluşturan Sportstv’nin de kurucusu. Gülüm şimdilerde yayımladığı “Panoda Yer Yok” kitabıyla pazarlama alanındaki birikimlerini insanlarla paylaşıyor. Kendisiyle sporun markalarla ilişkisini konuştuk.

Sporun idol yaratmaya başlaması ve iletişimde bu denli önemli bir konuma gelmesi ne zamana denk gelir?

En akılda kalıcı hikaye bence Jesse Owens’ınkidir. Hitler faşizmine karşı sağlam bir duruş sergiledi Owens. Bu o dönemin atmosferine göre çok önemliydi. Yine en etkili idollerden biri Muhammed Ali Clay olmuştur. Sporun genel anlamda bir iletişim aracı olarak kullanılmaya başlamasına ise Soğuk Savaş döneminde Sovyetler Birliği’nin sporu keşfetmesiyledir.","27.04.2014  -              02:30 | Son Güncelleme:  27.04.2014-2:30"
"1549491037-1360","http://www.milliyet.com.tr/haberler/ibm?PAGE=3","Apple ı reddetti! 4.500 TL ye şirket kurdu şimdi milyar dolarları var","http://www.milliyet.com.tr/apple-i-reddetti-4-500-tl-ye-teknoloji-galeri-haber-2533947/","null","null"
